symbol,company_name,sector,industry,market_cap_category,exchange,beta,average_volume_90_days,has_dividend,ipo_year
ESE,ESCO Technologies Inc.,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.176,209740.0,Yes,
ESI,Element Solutions,Materials,Specialty Chemicals,Small,NYQ,1.25,2643523.0,Yes,
ETD,"Ethan Allen Interiors, Inc.",Consumer Discretionary,Home Furnishings,Small,NYQ,1.178,373150.0,Yes,
ETSY,Etsy,Consumer Discretionary,Broadline Retail,Small,NYQ,1.785,3611230.0,No,
EVTC,"EVERTEC, Inc.",Financials,Transaction & Payment Processing Services,Small,NYQ,0.871,479850.0,Yes,
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,Small,NGM,2.216,1069286.0,Yes,
EXTR,"Extreme Networks, Inc.",Information Technology,Communications Equipment,Small,NMS,1.706,1629135.0,No,
EYE,National Vision Holdings,Consumer Discretionary,Specialty Stores,Small,NMS,1.421,1219188.0,No,
EZPW,"EZCORP, Inc.",Financials,Consumer Finance,Small,NMS,0.497,919432.0,No,
FBK,FB Financial Corp.,Financials,Regional Banks,Small,NYQ,0.983,289828.0,Yes,
FBNC,First Bancorp (Southern Pines NC),Financials,Regional Banks,Small,NMS,0.876,244425.0,Yes,
FBP,First BanCorp (Puerto Rico),Financials,Regional Banks,Small,NYQ,0.855,1400110.0,Yes,
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,Mortgage REITs,Small,NYQ,1.149,1059101.0,Yes,
FCF,"First Commonwealth Financial, Corp.",Financials,Regional Banks,Small,NYQ,0.777,881610.0,Yes,
FCPT,"Four Corners Property Trust, Inc.",Real Estate,Other Specialized REITs,Small,NYQ,0.833,865825.0,Yes,
FDP,"Fresh Del Monte Produce, Inc.",Consumer Staples,Packaged Foods & Meats,Small,NYQ,0.245,249340.0,Yes,
FELE,Franklin Electric,Industrials,Industrial Machinery & Supplies & Components,Small,NMS,1.064,354077.0,Yes,
FFBC,First Financial Bancorp.,Financials,Regional Banks,Small,NMS,0.968,966071.0,Yes,
FHB,"First Hawaiian, Inc.",Financials,Regional Banks,Small,NMS,0.716,1427827.0,Yes,
FIBK,"First Interstate BancSystem, Inc.",Financials,Regional Banks,Small,NMS,0.758,1121289.0,Yes,
FIZZ,National Beverage Corp.,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Small,NMS,0.719,277838.0,No,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,Small,NYQ,0.645,4269955.0,Yes,
FORM,"FormFactor, Inc.",Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.05,1390962.0,No,
FOXF,Fox Factory,Consumer Discretionary,Automotive Parts & Equipment,Small,NMS,1.51,670657.0,No,
FRPT,Freshpet,Consumer Staples,Packaged Foods & Meats,Small,NGM,1.673,1363698.0,No,
FSS,Federal Signal Corporation,Industrials,Construction Machinery & Heavy Transportation Equipment,Small,NYQ,1.326,446408.0,Yes,
FTDR,"Frontdoor, Inc.",Consumer Discretionary,Specialized Consumer Services,Small,NMS,1.325,608250.0,No,
FTRE,Fortrea,Health Care,Biotechnology,Small,NMS,1.781,1683752.0,No,
FUL,H.B. Fuller Company,Materials,Specialty Chemicals,Small,NYQ,1.043,478655.0,Yes,
FULT,Fulton Financial Corporation,Financials,Regional Banks,Small,NMS,0.847,1947666.0,Yes,
FUN,Six Flags,Consumer Discretionary,Leisure Facilities,Small,NYQ,0.35,2409828.0,No,
FWRD,Forward Air Corp.,Industrials,Air Freight & Logistics,Small,NMS,1.336,664564.0,No,
GBX,"The Greenbrier Companies, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,Small,NYQ,1.623,399588.0,Yes,
GDEN,Golden Entertainment,Consumer Discretionary,Casinos & Gaming,Small,NGM,1.412,232520.0,Yes,
GDYN,"Grid Dynamics Holdings, Inc.",Information Technology,IT Consulting & Other Services,Small,NCM,0.822,1371638.0,No,
GEO,"GEO Group, Inc.",Industrials,Environmental & Facilities Services,Small,NYQ,0.76,2410313.0,No,
GFF,Griffon Corporation,Industrials,Building Products,Small,NYQ,1.253,319442.0,Yes,
GIII,"G-III Apparel Group, Ltd.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Small,NMS,1.297,498452.0,Yes,
GKOS,Glaukos Corp.,Health Care,Health Care Equipment,Small,NYQ,0.743,760049.0,No,
GNL,"Global Net Lease, Inc.",Real Estate,Diversified REITs,Small,NYQ,1.098,2054308.0,Yes,
GNW,"Genworth Financial, Inc.",Financials,Multi-line Insurance,Small,NYQ,1.002,3702298.0,No,
GO,Grocery Outlet,Consumer Staples,Food Retail,Small,NMS,0.498,3336430.0,No,
GOGO,"Gogo, Inc.",Communication Services,Wireless Telecommunication Services,Small,NMS,1.131,2161354.0,No,
GOLF,Acushnet Company,Consumer Discretionary,Leisure Products,Small,NYQ,0.905,368232.0,Yes,
GPI,"Group 1 Automotive, Inc.",Consumer Discretionary,Automotive Retail,Small,NYQ,0.909,186286.0,Yes,
GRBK,"Green Brick Partners, Inc.",Consumer Discretionary,Homebuilding,Small,NYQ,1.975,220505.0,No,
GSHD,"Goosehead Insurance, Inc.",Financials,Insurance Brokers,Small,NMS,1.624,461133.0,No,
GTES,Gates Corporation,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.226,2466393.0,No,
GTY,Getty Realty Corp.,Real Estate,Retail REITs,Small,NYQ,0.848,560605.0,Yes,
GVA,"Granite Construction, Inc.",Industrials,Construction & Engineering,Small,NYQ,1.281,639922.0,Yes,
HAFC,Hanmi Financial Corporation,Financials,Regional Banks,Small,NMS,0.692,309501.0,Yes,
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Financials,Specialized Finance,Small,NYQ,1.464,996638.0,Yes,
HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Components & Equipment,Small,NYQ,1.128,1875196.0,No,
HCC,"Warrior Met Coal, Inc.",Materials,Steel,Small,NYQ,0.757,928050.0,Yes,
HCI,"HCI Group, Inc.",Financials,Property & Casualty Insurance,Small,NYQ,1.114,142640.0,Yes,
HCSG,"Healthcare Services Group, Inc.",Industrials,Environmental & Facilities Services,Small,NMS,0.752,754396.0,No,
HE,"Hawaiian Electric Industries, Inc.",Utilities,Electric Utilities,Small,NYQ,0.568,3175301.0,No,
HFWA,Heritage Financial Corporation,Health Care,Regional Banks,Small,NMS,0.491,301896.0,Yes,
HIW,Highwoods Properties,Real Estate,Office REITs,Small,NYQ,1.081,1418718.0,Yes,
HLIT,Harmonic Inc.,Information Technology,Communications Equipment,Small,NMS,1.045,1067216.0,No,
HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,1.218,2093400.0,No,
HMN,Horace Mann Educators Corporation,Financials,Multi-line Insurance,Small,NYQ,0.043,253806.0,Yes,
HNI,HNI Corporation,Industrials,Office Services & Supplies,Small,NYQ,0.904,678344.0,Yes,
HOPE,"Hope Bancorp, Inc.",Financials,Regional Banks,Small,NMS,0.805,917218.0,Yes,
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,Small,NYQ,0.563,1687283.0,Yes,
HRMY,"Harmony Biosciences Holdings, Inc.",Health Care,Biotechnology,Small,NGM,0.907,858091.0,No,
HSTM,"HealthStream, Inc.",Health Care,Health Care Technology,Small,NMS,0.463,345040.0,Yes,
HTH,Hilltop Holdings Inc.,Financials,Regional Banks,Small,NYQ,0.919,381901.0,Yes,
HTLD,"Heartland Express, Inc.",Industrials,Cargo Ground Transportation,Small,NMS,1.112,554998.0,Yes,
HTO,H2O America,Utilities,Water Utilities,Small,NMS,0.476,455167.0,Yes,
HTZ,Hertz,Industrials,Passenger Ground Transportation,Small,NMS,2.138,5739323.0,No,
HUBG,"Hub Group, Inc.",Industrials,Air Freight & Logistics,Small,NMS,1.105,929386.0,Yes,
HWKN,"Hawkins, Inc.",Materials,Commodity Chemicals,Small,NMS,0.817,161447.0,Yes,
HZO,"MarineMax, Inc.",Consumer Discretionary,Specialty Stores,Small,NYQ,1.649,446255.0,No,
IAC,IAC Inc.,Communication Services,Publishing,Small,NMS,1.173,1076294.0,No,
IART,Integra Lifesciences Holdings,Health Care,Health Care Equipment,Small,NMS,1.02,764130.0,No,
IBP,"Installed Building Products, Inc.",Consumer Discretionary,Homebuilding,Small,NYQ,1.932,339067.0,Yes,
ICHR,"Ichor Holdings, Ltd.",Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.712,995823.0,No,
ICUI,ICU Medical,Health Care,Health Care Supplies,Small,NMS,0.805,271930.0,No,
IDCC,"InterDigital, Inc.",Information Technology,Communications Equipment,Small,NMS,1.588,371508.0,Yes,
IIIN,"Insteel Industries, Inc.",Industrials,Building Products,Small,NYQ,0.793,153255.0,Yes,
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,Industrial REITs,Small,NYQ,1.499,330745.0,Yes,
INDB,Independent Bank Corp.,Financials,Regional Banks,Small,NMS,0.815,325338.0,Yes,
INDV,Indivior,Health Care,Pharmaceuticals,Small,NMS,1.191,2383145.0,No,
INN,"Summit Hotel Properties, Inc.",Real Estate,Hotel & Resort REITs,Small,NYQ,1.242,1288532.0,Yes,
INSP,"Inspire Medical Systems, Inc.",Health Care,Health Care Equipment,Small,NYQ,0.782,1269269.0,No,
INSW,"International Seaways, Inc.",Energy,Oil & Gas Storage & Transportation,Small,NYQ,-0.261,596081.0,Yes,
INVA,"Innoviva, Inc.",Health Care,Pharmaceuticals,Small,NMS,0.416,745005.0,No,
INVX,"Innovex International, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,,559198.0,No,
IOSP,"Innospec, Inc.",Materials,Specialty Chemicals,Small,NMS,0.887,197794.0,Yes,
IPAR,"Inter Parfums, Inc.",Consumer Staples,Household Products,Small,NMS,1.25,255411.0,Yes,
IRDM,Iridium Communications,Communication Services,Alternative Carriers,Small,NMS,0.586,2164230.0,Yes,
ITGR,Integer Holdings Corporation,Health Care,Health Care Equipment,Small,NYQ,0.738,810188.0,No,
ITRI,"Itron, Inc.",Information Technology,Electronic Equipment & Instruments,Small,NMS,1.521,926028.0,No,
JBGS,JBG Smith,Real Estate,Office REITs,Small,NYQ,1.138,551377.0,Yes,
JBLU,JetBlue,Industrials,Passenger Airlines,Small,NMS,1.7,20824381.0,No,
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Staples,Packaged Foods & Meats,Small,NMS,0.352,59447.0,Yes,
JBTM,JBT Marel Corporation,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.014,576410.0,Yes,
JJSF,J&J Snack Foods Corp.,Consumer Staples,Packaged Foods & Meats,Small,NMS,0.353,262737.0,Yes,
JOE,St. Joe Company,Real Estate,Real Estate Development,Small,NYQ,1.363,209535.0,Yes,
JXN,"Jackson Financial, Inc.",Financials,Life & Health Insurance,Small,NYQ,1.471,591220.0,Yes,
KAI,Kadant Inc.,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.214,149772.0,Yes,
KALU,Kaiser Aluminum Corporation,Materials,Aluminum,Small,NMS,1.387,216803.0,Yes,
OPLN,"OPENLANE, Inc.",Industrials,Diversified Support Services,Small,NYQ,1.279,914211.0,No,
KFY,Korn/Ferry International,Industrials,Human Resource & Employment Services,Small,NYQ,1.332,546618.0,Yes,
KGS,"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,1.024,1539110.0,Yes,
KLIC,"Kulicke and Soffa Industries, Inc.",Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.605,735413.0,Yes,
KMT,Kennametal,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.461,1519437.0,Yes,
KMX,"CarMax, Inc.",Consumer Discretionary,Automotive Retail,Small,NYQ,1.329,3364772.0,No,
KN,Knowles Corporation,Information Technology,Electronic Components,Small,NYQ,1.504,669823.0,No,
KNTK,"Kinetik Holdings, Inc.",Energy,Oil & Gas Storage & Transportation,Small,NYQ,0.95,1346674.0,Yes,
KOP,"Koppers Holdings, Inc.",Materials,Commodity Chemicals,Small,NYQ,1.349,199706.0,Yes,
KREF,"KKR Real Estate Finance Trust, Inc.",Financials,Mortgage REITs,Small,NYQ,0.934,1324362.0,Yes,
KRYS,"Krystal Biotech, Inc.",Health Care,Biotechnology,Small,NMS,0.505,293642.0,No,
KSS,Kohl's Corp.,Consumer Discretionary,Broadline Retail,Small,NYQ,1.431,4493867.0,Yes,
KTB,Kontoor Brands,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Small,NYQ,1.143,850469.0,Yes,
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,Real Estate Services,Small,NYQ,0.983,1385483.0,Yes,
KWR,Quaker Chemical Corporation,Materials,Specialty Chemicals,Small,NYQ,1.39,156838.0,Yes,
LBRT,"Liberty Energy, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,0.505,4254788.0,Yes,
LCII,LCI Industries,Consumer Discretionary,Automotive Parts & Equipment,Small,NYQ,1.36,337354.0,Yes,
LEG,Leggett & Platt,Consumer Discretionary,Home Furnishings,Small,NYQ,0.714,1575371.0,Yes,
LGIH,LGI Homes,Consumer Discretionary,Homebuilding,Small,NMS,1.794,448706.0,No,
LGND,"Ligand Pharmaceuticals, Inc.",Health Care,Biotechnology,Small,NGM,1.035,216459.0,No,
LKFN,Lakeland Financial,Financials,Regional Banks,Small,NMS,0.734,191610.0,Yes,
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,Small,NMS,0.871,2766974.0,Yes,
LMAT,LeMaitre Vascular,Health Care,Health Care Equipment,Small,NGM,0.683,200318.0,Yes,
LNC,Lincoln Financial,Financials,Multi-line Insurance,Small,NYQ,1.285,2232071.0,Yes,
LNN,Lindsay Corporation,Materials,Agricultural & Farm Machinery,Small,NYQ,0.785,112105.0,Yes,
LPG,Dorian LPG Ltd.,Energy,Oil & Gas Storage & Transportation,Small,NYQ,0.682,579844.0,Yes,
LQDT,"Liquidity Services, Inc.",Industrials,Diversified Support Services,Small,NMS,1.03,164945.0,No,
LRN,"Stride, Inc.",Consumer Discretionary,Education Services,Small,NYQ,0.06,1205376.0,No,
LTC,"LTC Properties, Inc.",Real Estate,Health Care REITs,Small,NYQ,0.593,419655.0,Yes,
LUMN,Lumen Technologies,Communication Services,Alternative Carriers,Small,NYQ,1.566,12956483.0,No,
LXP,Lexington Realty Trust,Real Estate,Diversified REITs,Small,NYQ,1.109,594127.0,Yes,
LZ,"LegalZoom.com, Inc.",Industrials,Research & Consulting Services,Small,NMS,1.252,3339669.0,No,
LZB,"La-Z-Boy, Inc.",Consumer Discretionary,Home Furnishings,Small,NYQ,1.281,430310.0,Yes,
MAC,Macerich,Real Estate,Retail REITs,Small,NYQ,2.215,1935467.0,Yes,
MAN,ManpowerGroup,Industrials,Human Resource & Employment Services,Small,NYQ,0.885,1324091.0,Yes,
MARA,"MARA Holdings, Inc.",Information Technology,Internet Services & Infrastructure,Small,NCM,5.42,45293601.0,No,
MATW,Matthews International Corporation,Consumer Discretionary,Specialized Consumer Services,Small,NMS,1.142,210101.0,Yes,
MATX,"Matson, Inc.",Industrials,Marine Transportation,Small,NYQ,1.357,308584.0,Yes,
MBC,"MasterBrand, Inc.",Industrials,Building Products,Small,NYQ,1.544,2190767.0,No,
MBIN,Merchants Bancorp,Financials,Regional Banks,Small,NCM,1.202,337481.0,Yes,
MC,Moelis & Company,Financials,Investment Banking & Brokerage,Small,NYQ,1.902,1191871.0,Yes,
MCRI,"Monarch Casino & Resort, Inc.",Consumer Discretionary,Casinos & Gaming,Small,NMS,1.376,110723.0,Yes,
MCW,"Mister Car Wash, Inc.",Consumer Discretionary,Specialized Consumer Services,Small,NMS,1.412,2547277.0,No,
MCY,Mercury General,Financials,Property & Casualty Insurance,Small,NYQ,0.936,275625.0,Yes,
MD,Pediatrix Medical Group,Health Care,Health Care Services,Small,NYQ,0.786,782200.0,No,
MDU,"MDU Resources Group, Inc.",Utilities,Multi-Utilities,Small,NYQ,0.387,1985928.0,Yes,
MGEE,"MGE Energy, Inc.",Utilities,Electric Utilities,Small,NMS,0.782,151084.0,Yes,
MGY,"Magnolia Oil & Gas, Corp.",Energy,Oil & Gas Exploration & Production,Small,NYQ,0.922,3071545.0,Yes,
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,Small,NYQ,1.173,886789.0,No,
MHO,"M/I Homes, Inc.",Consumer Discretionary,Homebuilding,Small,NYQ,1.738,246725.0,No,
MIR,"Mirion Technologies, Inc.",Information Technology,Electronic Equipment & Instruments,Small,NYQ,1.043,3215283.0,No,
MKTX,MarketAxess,Financials,Financial Exchanges & Data,Small,NMS,0.966,559362.0,Yes,
MLKN,"MillerKnoll, Inc.",Industrials,Office Services & Supplies,Small,NMS,1.297,541140.0,Yes,
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services,Small,NYQ,1.369,291769.0,Yes,
MMSI,"Merit Medical Systems, Inc.",Health Care,Health Care Supplies,Small,NMS,0.604,764905.0,No,
MNRO,"Monro, Inc.",Consumer Discretionary,Automotive Retail,Small,NMS,0.979,759769.0,Yes,
MOG-A,Moog Inc.,Industrials,Aerospace & Defense,Small,NYQ,0.936,297010.0,Yes,
MPT,Medical Properties Trust,Real Estate,Health Care REITs,Small,NYQ,1.446,6759430.0,Yes,
MRCY,Mercury Systems,Industrials,Electrical Components & Equipment,Small,NMS,0.765,666844.0,No,
MRP,"Millrose Properties, Inc.",Real Estate,Single-Family Residential REITs,Small,NYQ,,1414937.0,Yes,
MRTN,"Marten Transport, Ltd.",Industrials,Cargo Ground Transportation,Small,NMS,0.855,819857.0,Yes,
MSEX,Middlesex Water Company,Utilities,Water Utilities,Small,NMS,0.865,125237.0,Yes,
MSGS,Madison Square Garden Sports Corp.,Communication Services,Movies & Entertainment,Small,NYQ,0.558,238096.0,No,
MTH,Meritage Homes Corporation,Consumer Discretionary,Homebuilding,Small,NYQ,1.452,1013959.0,Yes,
MTRN,Materion Corp.,Materials,Diversified Metals & Mining,Small,NYQ,0.867,203744.0,Yes,
MTUS,Metallus Inc,Materials,Steel,Small,NYQ,1.324,451605.0,No,
MTX,Minerals Technologies,Materials,Specialty Chemicals,Small,NYQ,1.235,197644.0,Yes,
MWA,Mueller Water Products,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.141,1110042.0,Yes,
MXL,"MaxLinear, Inc.",Information Technology,Semiconductors,Small,NMS,1.759,1127408.0,No,
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology,Small,NMS,1.925,1623308.0,No,
MYRG,"MYR Group, Inc.",Industrials,Construction & Engineering,Small,NMS,1.111,243869.0,No,
NABL,"N-able, Inc.",Information Technology,Systems Software,Small,NYQ,0.645,1590801.0,No,
NATL,NCR Atleos,Financials,Transaction & Payment Processing Services,Small,NYQ,0.794,818671.0,No,
NAVI,Navient,Financials,Consumer Finance,Small,NMS,1.298,1038659.0,Yes,
NBHC,National Bank Holdings Corporation,Financials,Regional Banks,Small,NYQ,0.786,563154.0,Yes,
NBTB,"NBT Bancorp, Inc.",Financials,Regional Banks,Small,NMS,0.482,222916.0,Yes,
NE,Noble Corporation,Energy,Oil & Gas Drilling,Small,NYQ,1.073,2115350.0,Yes,
NEO,"NeoGenomics Laboratories, Inc.",Health Care,Health Care Services,Small,NCM,1.639,1874006.0,No,
NEOG,Neogen,Health Care,Health Care Supplies,Small,NMS,1.945,3431361.0,No,
NGVT,"Ingevity, Corp.",Materials,Specialty Chemicals,Small,NYQ,1.308,342620.0,No,
NHC,"National Healthcare, Corp.",Health Care,Health Care Facilities,Small,ASE,0.592,85203.0,Yes,
NMIH,"NMI Holdings, Inc.",Financials,Commercial & Residential Mortgage Finance,Small,NGM,0.634,474377.0,No,
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas Exploration & Production,Small,NYQ,1.011,2432942.0,Yes,
NPK,"National Presto Industries, Inc.",Industrials,Aerospace & Defense,Small,NYQ,0.519,83957.0,Yes,
NPO,"EnPro Industries, Inc.",Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.562,207691.0,Yes,
NSIT,"Insight Enterprises, Inc.",Industrials,Technology Distributors,Small,NMS,0.885,412962.0,No,
NSP,Insperity,Industrials,Human Resource & Employment Services,Small,NYQ,0.553,1208493.0,Yes,
NSSC,Napco Security Technologies,Information Technology,Electronic Equipment & Instruments,Small,NMS,1.427,636805.0,Yes,
NTCT,"NETSCOUT Systems, Inc.",Information Technology,Communications Equipment,Small,NMS,0.641,554188.0,No,
NVRI,Enviri Corporation,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.784,1384194.0,No,
NWBI,"Northwest Bancshares, Inc.",Financials,Regional Banks,Small,NMS,0.664,1155505.0,Yes,
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,Small,NMS,0.87,5782015.0,Yes,
NWN,NW Natural,Utilities,Gas Utilities,Small,NYQ,0.51,310176.0,Yes,
NX,Quanex Building Products Corporation,Industrials,Building Products,Small,NYQ,0.903,620147.0,Yes,
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,Multi-Family Residential REITs,Small,NYQ,1.175,213655.0,Yes,
OFG,OFG Bancorp,Financials,Regional Banks,Small,NYQ,0.712,351132.0,Yes,
OGN,Organon & Co.,Health Care,Pharmaceuticals,Small,NYQ,0.572,4980540.0,Yes,
OI,"O-I Glass, Inc.",Materials,"Metal, Glass & Plastic Containers",Small,NYQ,0.753,2141279.0,No,
OII,"Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services,Small,NYQ,1.213,1252611.0,No,
OMCL,Omnicell,Health Care,Health Care Technology,Small,NMS,0.79,655279.0,No,
OSIS,"OSI Systems, Inc.",Information Technology,Electronic Equipment & Instruments,Small,NMS,1.334,270891.0,No,
OSW,OneSpaWorld Holdings Limited,Consumer Discretionary,Leisure Facilities,Small,NCM,1.013,1218718.0,Yes,
OTTR,Otter Tail Corporation,Utilities,Electric Utilities,Small,NMS,0.522,247752.0,Yes,
OUT,Outfront Media,Real Estate,Other Specialized REITs,Small,NYQ,1.491,1401405.0,Yes,
OXM,"Oxford Industries, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Small,NYQ,1.011,328150.0,Yes,
PAHC,Phibro Animal Health,Health Care,Pharmaceuticals,Small,NGM,0.708,262157.0,Yes,
PARR,"Par Pacific Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,Small,NYQ,1.245,1277723.0,No,
PAYO,Payoneer Global Inc.,Financials,Transaction & Payment Processing Services,Small,NGM,1.135,4460627.0,No,
PATK,"Patrick Industries, Inc.",Consumer Discretionary,Automotive Parts & Equipment,Small,NMS,1.317,327074.0,Yes,
PBH,Prestige Consumer Healthcare,Health Care,Pharmaceuticals,Small,NYQ,0.4,408169.0,No,
PBI,"Pitney Bowes, Inc.",Industrials,Office Services & Supplies,Small,NYQ,1.436,2422915.0,Yes,
PCRX,"Pacira BioSciences, Inc.",Health Care,Pharmaceuticals,Small,NMS,0.226,909901.0,No,
PDFS,"PDF Solutions, Inc.",Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.579,301976.0,No,
PEB,Pebblebrook Hotel Trust,Real Estate,Hotel & Resort REITs,Small,NYQ,1.475,2191971.0,Yes,
PECO,Phillips Edison & Company,Real Estate,Retail REITs,Small,NMS,0.564,912344.0,Yes,
PENG,"Penguin Solutions, Inc.",Information Technology,Semiconductors,Small,NMS,2.21,1221883.0,No,
PENN,Penn Entertainment,Consumer Discretionary,Casinos & Gaming,Small,NMS,1.364,4456361.0,No,
PFBC,Preferred Bank,Financials,Regional Banks,Small,NMS,0.602,109337.0,Yes,
PFS,"Provident Financial Services, Inc.",Financials,Regional Banks,Small,NYQ,0.837,914405.0,Yes,
PGNY,Progyny,Health Care,Health Care Services,Small,NMS,1.007,1550296.0,No,
PHIN,"PHINIA, Inc.",Consumer Discretionary,Automotive Retail,Small,NYQ,1.263,424049.0,Yes,
PI,"Impinj, Inc.",Information Technology,Electronic Equipment & Instruments,Small,NMS,1.616,748216.0,No,
PIPR,Piper Sandler Companies,Financials,Investment Banking & Brokerage,Small,NYQ,1.538,172047.0,Yes,
PJT,"PJT Partners, Inc.",Financials,Investment Banking & Brokerage,Small,NYQ,0.859,330501.0,Yes,
PLAB,"Photronics, Inc.",Information Technology,Semiconductor Materials & Equipment,Small,NMS,1.501,1120871.0,No,
PLAY,"Dave & Buster's Entertainment, Inc.",Consumer Discretionary,Restaurants,Small,NMS,1.754,1092674.0,No,
PLMR,"Palomar Holdings, Inc.",Financials,Property & Casualty Insurance,Small,NMS,0.527,253879.0,No,
PLUS,"ePlus, Inc.",Information Technology,Technology Distributors,Small,NMS,1.002,166171.0,Yes,
PLXS,Plexus Corp.,Information Technology,Electronic Manufacturing Services,Small,NMS,0.792,324005.0,No,
PMT,PennyMac Mortgage Investment Trust,Real Estate,Mortgage REITs,Small,NYQ,1.239,1203452.0,Yes,
POWI,Power Integrations,Information Technology,Semiconductors,Small,NMS,1.374,925954.0,Yes,
POWL,"Powell Industries, Inc.",Industrials,Electrical Components & Equipment,Small,NMS,0.828,263793.0,Yes,
PRA,ProAssurance Corporation,Financials,Property & Casualty Insurance,Small,NYQ,0.029,570947.0,No,
PRAA,"PRA Group, Inc.",Financials,Consumer Finance,Small,NMS,1.245,527111.0,No,
PRDO,Perdoceo Education Corp.,Consumer Discretionary,Education Services,Small,NMS,0.918,563544.0,Yes,
PRG,"PROG Holdings, Inc.",Financials,Consumer Finance,Small,NYQ,1.766,520515.0,Yes,
PRGO,Perrigo,Health Care,Pharmaceuticals,Small,NYQ,0.408,3080593.0,Yes,
PRGS,Progress Software Corporation,Information Technology,Systems Software,Small,NMS,0.568,968340.0,No,
PRIM,Primoris Services Corporation,Industrials,Construction & Engineering,Small,NYQ,1.391,791755.0,Yes,
PRK,Park National Corp.,Financials,Regional Banks,Small,ASE,0.708,76888.0,Yes,
PRKS,United Parks & Resorts,Consumer Discretionary,Leisure Facilities,Small,NYQ,1.192,1133823.0,No,
PRLB,Protolabs,Industrials,Industrial Machinery & Supplies & Components,Small,NYQ,1.306,180983.0,No,
PRSU,"Pursuit Attractions & Hospitality, Inc.",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Small,NYQ,1.446,245635.0,No,
PRVA,"Privia Health Group, Inc.",Health Care,Health Care Services,Small,NMS,0.825,794832.0,No,
PSMT,PriceSmart,Consumer Staples,Consumer Staples Merchandise Retail,Small,NMS,0.754,214933.0,Yes,
PTCT,"PTC Therapeutics, Inc.",Health Care,Pharmaceuticals,Small,NMS,0.564,1247533.0,No,
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,Small,NMS,0.732,11010371.0,Yes,
PTGX,"Protagonist Therapeutics, Inc.",Health Care,Biotechnology,Small,NGM,2.239,774586.0,No,
PZZA,Papa John's Pizza,Consumer Discretionary,Restaurants,Small,NMS,1.235,1342227.0,Yes,
QDEL,QuidelOrtho,Health Care,Health Care Supplies,Small,NMS,0.81,1235827.0,No,
QNST,"QuinStreet, Inc.",Communication Services,Interactive Media & Services,Small,NMS,0.749,817267.0,No,
QRVO,Qorvo,Information Technology,Semiconductors,Small,NMS,1.35,1340216.0,No,
QTWO,"Q2 Holdings, Inc.",Information Technology,Application Software,Small,NYQ,1.464,996454.0,No,
RAMP,"LiveRamp Holdings, Inc.",Information Technology,Application Software,Small,NYQ,1.185,769303.0,No,
RAL,Ralliant Corp,Information Technology,Electronic Equipment & Instruments,Small,NYQ,,1846266.0,Yes,
RCUS,"Arcus Biosciences, Inc.",Health Care,Biotechnology,Small,NYQ,0.916,1269091.0,No,
RDN,"Radian Group, Inc.",Financials,Property & Casualty Insurance,Small,NYQ,0.765,1404510.0,Yes,
